434.99535575561	-82.042189898022	-88.218525543977
435.44994180902	-85.704399154405	-88.729332518929
435.11894737224	-89.959331052146	-89.554437079547
435.59843667317	-93.466698483798	-90.558975399148
436.00161978758	-97.082243039066	-91.65300846211
436.6033670911	-100.26253148343	-92.862330093338
436.52859894014	-103.86308375282	-94.146999273432
437.00904030702	-106.89497087274	-95.556514507979
437.46352581817	-109.61282268923	-98.361126480836
437.99691290139	-112.2208039846	-100.3877498721
438.25708569545	-114.99492447066	-104.23953149739
439.10948152428	-117.27916198791	-106.92431224725
438.67772293898	-120.34958912296	-111.77927414623
439.58465703917	-122.28057139614	-115.18969918458
439.96598094903	-124.54722321814	-120.59722037653
439.7532481862	-127.07764483782	-125.02602878363
439.84379801636	-129.08216405639	-130.45007705796
439.62084506934	-131.10017436054	-135.19480580784
439.67648399447	-132.66342587218	-140.46391984153
439.47955310948	-134.26484270608	-145.76007054324
438.73283159562	-135.95645050106	-150.64444800452
437.93630225984	-137.4547330272	-155.67268330936
436.84779498608	-138.93736877151	-160.99469205681
435.91269084868	-140.14275157328	-165.40787643495
434.62637552107	-141.35442076593	-171.58854913943
433.13188104381	-142.45620074673	-175.80462716713
431.67786948445	-143.27436726689	178.56313028159
430.28180211512	-143.96038628659	174.60131364535
428.53431076212	-144.74326982218	170.7223991891
426.57788774869	-145.38190211843	166.73290695414
424.51565360511	-145.89237912015	162.8771775797
422.33220392212	-146.33881716427	158.73848415829
420.29378108291	-146.49273914679	154.72519803902
417.83144913486	-146.67670889851	150.16946217064
414.89888201515	-146.96394481646	145.97662254054
412.00669418496	-147.06945672718	142.61469930406
409.2931676321	-146.7702267055	138.98702877142
406.41294412406	-146.4129484422	135.25765610876
403.23280110135	-146.05634879333	133.19894547086
399.61007022929	-145.85332872347	129.44893816254
396.53890544888	-145.0901773751	126.36630112096
393.00021281486	-144.56864958028	124.45227756091
390.05733881471	-143.55729445846	121.54641658819
386.77872991987	-142.65367920304	118.17716833785
383.57767928642	-141.6897308506	115.26806570568
380.6368444811	-140.51982978874	113.12900600243
377.56077218226	-139.25685784088	110.78474353983
374.654398122	-137.78396587441	108.24627420429
371.87925034523	-136.20238595875	106.51864546233
