122.43467516294	123.56837743675	135.94492375693	0
1281.7562653755	316.37484642795	173.8617705523	-19.456391555306
1281.501944135	417.05695920286	173.1669545616	-11.474994143192
123.17269564447	123.75332572244	56.08358843167	0
1280.768047783	377.57547636732	171.86501914583	-38.953067372833
1280.0438133531	347.40306760959	169.82797258652	-12.00985784234
135.49189291982	136.25914860547	72.796497259867	0
1274.72788128	390.56480725238	171.90391626072	-44.110872509516
122.51755262754	122.79328834841	166.29964612538	0
123.3838946524	124.4677946169	161.68519534816	0
159.58493165446	141.78408450472	179.16501552289	0
889.23079178606	304.5663542572	177.44776370272	0
122.5555882419	123.32565595614	69.922704539325	0
1280.9073012343	370.28986288744	169.68222494335	1.7022366093008
