174.55008817633  -4.0875567364326	-1.4939321850681	168.36732520228	29.48347024088	-1.3052160223564
175.9525265367  -13.267309054483	-1.4802534269784	168.45431187838	29.049846545651	-1.2566502159427
178.15294894249  -17.745856034753	-1.4495356014252	168.64131057054	28.850506390104	-1.2069609023337
180.24812767431  -22.370381281744	-1.4172590169956	168.66424130306	28.505254060633	-1.1569220701835
182.11407358243  -27.192468330306	-1.3884616274817	168.86780700881	28.614382189188	-1.1816559992458
183.95495415553  -31.931152505245	-1.3644893649571	168.80795356066	28.704342422289	-1.1423297117111
185.98350113076  -36.407829647413	-1.3429585844085	168.78850987323	28.859731503176	-1.1265663624847
187.47492563397  -41.161256235891	-1.3258058448006	168.3144960881	28.695705605558	-1.1174367351629
188.60578641941  -46.062773387167	-1.3165571002	168.56215121895	29.092345906191	-1.0784930589409
190.71218019524  -50.113187242486	-1.3073052157751	168.67436218262	29.23589515686	-1.0648966635247
191.70640986237  -54.891642242793	-1.2996773440479	168.60420227051	29.183242797852	-1.0588446926326
193.27248049763  -59.148811426424	-1.295478400447	168.59237670898	29.174362182617	-1.0575873278954
194.61019380584  -63.497779640858	-1.2912382355549	168.81718444824	29.343067169189	-1.0449834055544
195.46597395382  -68.144995287813	-1.2910987580945	168.60261535645	29.182043075562	-1.0639189024201
197.32205533191  -71.988618645078	-1.2894233314536	168.20553588867	28.884059906006	-1.0724055347586
198.81961809433  -76.059155721618	-1.2837098453982	168.8041229248	29.333271026611	-1.0714744661598
199.5052081191  -80.711888111582	-1.2829307851548	168.34455871582	28.988391876221	-1.0708510652095
200.90164217084  -84.811727730496	-1.2846854669051	168.54821777344	29.141231536865	-1.0706537887345
202.47785242394  -88.761511234792	-1.2826786460433	168.54011535645	29.135143280029	-1.0706422139654
203.62165221248  -93.028265425822	-1.280471596173	168.15190124512	28.843814849854	-1.071038792461
204.93451188071  -97.165909153662	-1.2795573968398	168.74360656738	29.287853240967	-1.0715284210405
205.89815076324  -101.56699745059	-1.2805447279441	168.90060424805	29.405673980713	-1.0718592521105
207.06527645284  -105.50423542895	-1.2826476029476	168.35748291016	28.998092651367	-1.0725156742492
